Name,Price,Price/KG,URL
Bonsoy Soy Milk 1L,4.5,$4.50 / litre,https://www.harrisfarm.com.au/collections/groceries/products/bonsoy-soy-milk-long-life-1l-92290
Bonsoy Soy Milk 6 x 1L,27.0,$4.50 / litre,https://www.harrisfarm.com.au/collections/groceries/products/bonsoy-soy-milk-long-life-case-6x1l-992290
Bonville Pure Creamed Honey 400g,8.99,$2.25 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bonville-creamed-honey
Bonville Pure Honey 500g,8.99,$1.80 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bonville-honey
Bonville Pure Honey 500g,8.99,$1.80 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bonville-pure-honey
Bonville Pure Yellow Box Honey 375g,7.99,$2.13 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bonville-honey-yellow-box
Borlands Choc Base Macadamia Shortbread 125g,3.99,$3.19 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/borlands-choc-base-macadamia-shortbread-95407
Borlands Choc Chip Macadamia Shortbread 125g,3.99,$3.19 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/borlands-choc-chip-macadamia-shortbread-95408
Borlands Crunchy Macadamia Shortbread 125g,3.99,$3.19 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/borlands-crunchy-macadamia-shortbread-95406
Borlands Mango Macadamia Shortbread 125g,3.99,$3.19 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/borlands-mango-macadamia-shortbread-95409
BOS Berry Rooibos Ice Tea 1L,5.49,$5.49 / litre,https://www.harrisfarm.com.au/collections/groceries/products/bos-berry-rooibos-ice-tea-1l-66216
BOS Peach Rooibos Ice Tea 1L,5.49,$5.49 / litre,https://www.harrisfarm.com.au/collections/groceries/products/bos-peach-rooibos-ice-tea-1l-66215
Bouddi Mini Anzac Biscuits Gluten Free 150g,11.99,$7.99 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bouddi-mini-anzac-biscuits-gluten-free-943330
Boulder Canyon Avocado Oil Kettle Cooked Potato Chips Classic Sea Salt 149g,8.8,$5.91 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/boulder-canyon-kettle-potato-chips-classic-sea-salt-avocado-oil-61551
Boulder Canyon Kettle Cooked Potato Chips Classic Sea Salt 142g,7.8,$5.49 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/boulder-canyon-kettle-potato-chips-sea-salt-61546
Boulder Canyon Kettle Cooked Potato Chips Hickory Barbeque 142g,7.8,$5.49 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/boulder-canyon-potato-chips-hickory-barbeque-61547
Boulder Canyon Potato Chips Jalapeno 142g,7.8,$5.49 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/boulder-canyon-potato-chips-jalapeno-142g-963524
Boundary Road Brioche Burger Buns x4,6.49,$1.62 / item,https://www.harrisfarm.com.au/collections/groceries/products/boundary-road-bread-brioche-burger-buns-81480
Boundary Road Brioche Hot Dog Rolls x6,6.99,$6.99 / each,https://www.harrisfarm.com.au/collections/groceries/products/boundary-road-brioche-hot-dog-rolls-81482
Boundary Road Brioche Slider Buns x8,6.99,$0.87 / item,https://www.harrisfarm.com.au/collections/groceries/products/boundary-road-bread-brioche-slider-buns-81483
Boundary Road Sliced Brioche Loaf 500g,8.49,$1.70 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/boundary-road-sliced-brioche-loaf-81486
Bowan Island Roasted Granola Muesli 650g,13.99,$2.15 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bowan-island-roasted-granola-muesli-650g-96084
Bragg Organic Apple Cider Vinegar 473ml,9.99,$2.11 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/bragg-apple-cider-organic-vinegar
Bragg Organic Apple Cider Vinegar 946ml,14.99,$1.58 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/bragg-apple-cider-organic-vinegar-large
Broccoli and Feta Cheese Soup,24.99,$6.25 / serving,https://www.harrisfarm.com.au/collections/groceries/products/broccoli-and-feta-cheese-soup-78395
Brookfarm Apricots Coconut Macadamia Toasted Muesli 1.3kg,22.0,$1.47 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-toasted-muesli-96108
"Brookfarm Energy Paleo Granola, Walnut, Coffee and Wattleseed 300g",15.99,$5.33 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-espresso-paleo-coffee-and-wattleseed-granola-96090
Brookfarm Explorer Brothers Blend Coconut Tart Cherry 75g,5.99,$7.99 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-nuts-snack-explorer-brothers-blend-840835
Brookfarm Gluten Free Granola Cacao and Coconut 350g,14.99,$4.28 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-gluten-free-cacao-coconut-granola-840852
Brookfarm Gluten Free Granola Cacao and Coconut 800g,22.0,$2.75 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-muesli-gluten-free-cacao-coconut-granola-840853
Brookfarm Gluten Free Muesli Cranberry Macadamia 350g,14.99,$4.28 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-gluten-free-cranberry-macadamia-muesli-350g-96133
Brookfarm Gluten Free Muesli Macadamia Cranberry 950g,22.0,$2.32 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-gluten-free-cranberry-muesli-96932
"Brookfarm Gluten Free Muesli Macadamia, Apple and Apricot 950g",22.0,$6.29 per 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-gluten-free-apricot-muesli-96947
Brookfarm Gluten Free Porridge 400g,13.99,$3.50 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-gluten-free-porrij-42645
Brookfarm Keto Paleo Granola Macadamia Coconut 300g,17.99,$5.45 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-keto-paleo-granola-96950
Brookfarm Low Sugar Granola Macadamia Raspberry 400g,14.99,$3.75 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-low-sugar-granola-macadamia-raspberry-400g-841206
Brookfarm Macadamia Oil Premium Grade 250ml,13.99,$5.60 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-macadamia-oil-natural
Brookfarm Muesli Natural Apricot Muesli 1.25kg,22.0,$1.76 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-muesli-natural-apricot-96948
Brookfarm Muesli Natural Macadmia Cranberry Muesli 1.25kg,22.0,$1.76 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-natural-cranberry-muesli-96949
Brookfarm Natural Muesli Macadamia Apple and Apricot 500g,14.99,$3.00 per 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-natural-muesli-sml-96088
Brookfarm Natural Muesli Macadamia Cranberry 500g,14.99,$3.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-muesli-cranberry-natural-sml-96170
Brookfarm Nut & Fruit Mix Dark Chocolate 75g,5.99,$79.87 / kg,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-nut-fruit-mix-dark-chocolate-75g-62252
Brookfarm Nut & Fruit Mix Macadamia Cranberry 75g,5.99,$79.87 / kg,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-nut-fruit-mix-macadamia-cranberry-75g-62254
Brookfarm Nutty Granola Maple Vanilla 1kg,22.0,$2.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-maple-vanilla-nutty-granola-840855
Brookfarm Nutty Granola Maple Vanilla 450g,14.99,$3.33 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-maple-vanilla-nutty-granola-840854
Brookfarm Oven Roasted Macadamias Pink Lake Salt 100g,14.99,$149.90 / kg,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-oven-roasted-macadamias-pink-lake-salt-650747
Brookfarm Prebiotic Paleo Granola Almond Coconut 300g,15.99,$5.33 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-prebiotic-paleo-coconut-and-almond-granola-96091
Brookfarm Roasted Nuts Maple & Pink Lake Salt 200g,14.99,$74.95 / kg,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-roasted-nuts-maple-pink-lake-salt-200g-840851
Brookfarm Roasted Nuts Maple & Pink Lake Salt 75g,5.99,$79.87 / kg,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-roasted-nuts-maple-pink-lake-salt-840850
Brookfarm Toasted Muesli Macadamia Apricot and Coconut 500g,14.99,$3.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-toasted-muesli-sml-96087
Brookfarm Toasted Muesli Macadamia Cranberry 1.3kg,22.0,$1.47 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-cranberry-macadamia-toasted-muesli-96931
Brookfarm Toasted Muesli Macadamia Cranberry 500g,14.99,$3.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-muesli-cranberry-toasted-sml-96134
Brookfarm Whole Grain Porridge 450g,13.99,$3.11 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-power-porridge-41403
Brookfarm Wild Berry Granola 1kg,22.0,$2.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-muesli-wild-berry-granola
Brookfarm Wild Berry Granola 400g,14.99,$3.75 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brookfarm-muesli-wild-berry-granola-95317
Brown & Hayl Roca Almond & Dark Chocolate Bar 100g,8.99,$8.99 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/brown-hayl-roca-almond-dark-chocolate-bar-100g-855943
Bubeleh Bakery Bagels Sesame Seed x4 400g,6.99,$1.75 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bubeleh-bakery-bagels-sesame-seed-x4-87209
Bubeleh Bakery Classic Mini Pita x5 300g,5.79,$1.93 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bubeleh-bakery-classic-mini-pita-88196
Bubeleh Bakery Classic Pita Pockets x4 400g,5.79,$1.45 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bubeleh-bakery-classic-pita-pockets-88194
Bubeleh Bakery Mini Bagels Sesame Seeds x5 300g,6.99,$2.33 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bubeleh-bakery-mini-bagels-sesame-seeds-x5-87210
Bubeleh Bakery Wholemeal Mini Pita x5 300g,5.79,$1.93 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bubeleh-bakery-wholemeal-mini-pita-88197
Bubeleh Bakery Wholemeal Pita Pockets x4 400g,5.79,$1.45 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bubeleh-bakery-wholemeal-pita-pockets-88195
Bubeleh Bakery Za'atar Flat Bread x2 200g,5.99,$3.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bubeleh-bakery-zaatar-flat-bread-88198
Bubs Organic Puree Mango Peach Banana 4 Months+ 120g,2.39,$1.99 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bubs-australia-bubs-organic-mango-peach-63806
Bubs Organic Puree Pear White Grape 4 Months+ 120g,2.39,$1.99 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bubs-australia-bubs-organic-pear-and-grape-puree-63807
Bundaberg Ginger Beer 375ml,2.9,$7.73 / litre,https://www.harrisfarm.com.au/collections/groceries/products/bundaberg-ginger-beer-sml
Bundaberg Ginger Beer 750ml,3.85,$5.13 / litre,https://www.harrisfarm.com.au/collections/groceries/products/bundaberg-ginger-beer-lge-66030
Burgen Rye 700g,6.0,$0.86 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/burgen-rye
Burgen Soy Linseed 700g,6.0,$0.86 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/burgen-soy-linseed
Burts Hand Cooked Potato Chips Mature Cheddar and Spring Onion 150g,6.3,$4.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/burts-potato-chips-mature-cheddar-spring-onion-96356
Burts Hand Cooked Potato Chips Sea Salt 150g,6.3,$4.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/burts-potato-chips-sea-salt-96354
Burts Hand Cooked Potato Chips Sea Salt and Cracked Pepper 150g,6.3,$4.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/burts-potato-chips-sea-salt-crushed-peppercorns-96358
Burts Hand Cooked Potato Chips Sea Salt and Malt Vinegar 150g,6.3,$4.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/burts-potato-chips-sea-salt-malt-vinegar-96355
Burts Hand Cooked Potato Chips Spicy Sweet Chilli 150g,6.3,$4.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/burts-hand-cooked-potato-chips-sweet-chilli-96384
Burts Limited Edition Spicy Barbecue Potato Chips 150g,6.3,$4.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/burts-limited-edition-spicy-barbecue-potato-chips-150g-963507
Bush Cookies Choc Chip Bickies 250g,5.99,$2.40 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bush-cookies-choc-chip-bickies-94298
Bush Cookies Passionfruit Creams 350g,7.99,$2.28 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/bush-cookies-passionfruit-creams-94301
Byron Bay Coffee Co. Nero Espresso Ground Coffee 250g,15.0,$6.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/byron-bay-coffee-co-nero-espresso-ground-94995
Byron Bay Coffee Co. Organic Espresso Whole Bean Coffee 500g,28.0,$5.60 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/byron-bay-coffee-beans-organic
Byron Bay Coffee Co. Utopia Espresso Ground Coffee 250g,15.0,$6.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/byron-bay-coffee-co-utopia-espresso-ground-coffee-841483
Byron Bay Crunchy Peanut Butter No Added Salt 375g,9.95,$2.65 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/byron-bay-crunchy-peanut-butter-no-added-salt-375g-90397
Byron Bay Red Bean Salsa 300g,4.99,$1.66 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/byron-bay-red-bean-salsa
Byron Bay Spicy Salsa Picante 300g,4.99,$1.66 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/byron-bay-spicy-salsa-picante
Byron Chai Indian Spiced Tea 100g,7.99,$0.80 / 10g,https://www.harrisfarm.com.au/collections/groceries/products/byron-chai-indian-spiced-tea-77144
Byron Chai Indian Spiced Teabags x25 100g,7.99,$7.99 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/byron-chai-indian-spiced-teabags-x25-100g-77145
C Organic Coconut Water 1L,5.99,$5.99 / litre,https://www.harrisfarm.com.au/collections/groceries/products/c-organic-coconut-water-1l-66039
C Organic Coconut Water 330ml,2.99,$9.06 / litre,https://www.harrisfarm.com.au/collections/groceries/products/c-organic-coconut-water-66040
Cachet Milk Chocolate Caramel & Sea Salt 300g,13.99,$4.66 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/cachet-milk-chocolate-caramel-sea-salt-300g-855907
Cadence Hydration Drink 250ml,2.99,$11.96 / litre,https://www.harrisfarm.com.au/collections/groceries/products/cadence-hydration-drink-250ml-66124
Califa Farms Oat Milk Barista Blend 1L,3.49,$3.49 / litre,https://www.harrisfarm.com.au/collections/groceries/products/califa-farms-oat-milk-barista-blend-63199
Campbells Real Stock Chicken 1L,4.5,$0.45 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/campbells-chicken-stock-61235
Campbells Real Stock Vegetable 1L,4.5,$0.45 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/campbells-vegetable-stock-61331
Campfire Giant Marshmallows 340g,8.99,$2.64 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/campfire-giant-marshmallows-340g-855432
Capi Spicy Ginger Beer 4 x 250ml,9.99,$9.99 / litre,https://www.harrisfarm.com.au/collections/groceries/products/capi-spicy-ginger-beer-mixer-65973
Capriccio Anchovy Fillets Classic In Olive Oil 600g,35.0,$58.33 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-anchovy-fillets-classic-in-olive-oil-large-841278
Capriccio Anchovy Fillets Classic In Olive Oil 90g,6.99,$77.67 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-anchovy-fillets-in-olive-oil
Capriccio Anchovy Fillets In Olive Oil 220g Jar,17.99,$81.77 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-anchovy-fillets-in-olive-oil-jar
Capriccio Anchovy Fillets with Hot Pepper In Olive Oil 220g,17.99,$81.77 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-anchovy-fillets-with-hot-pepper-in-olive-oil-220g-841277
Capriccio Anchovy Fillets with Hot Pepper In Olive Oil 90g,6.99,$77.67 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-anchovy-fillets-with-hot-pepper
Capriccio Borlotti Beans 400g,1.89,$4.72 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-borlotti-beans-400g-11135
Capriccio Butter Beans 400g,1.89,$4.72 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-butter-bean-11136
Capriccio Chick Peas 400g,1.89,$0.47 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-chick-peas-11138
Capriccio Diced Tomatoes 400g,1.69,$4.22 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-diced-tomatoes-91208
Capriccio Lentils 400g,1.89,$4.72 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-lentils-400g-11139
Capriccio Passata 700g,2.79,$0.40 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-passata-700g-91239
Capriccio Peeled Tomatoes 400g,1.69,$4.22 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-peeled-tomatoes-92323
Capriccio Red Kidney Beans 400g,1.89,$4.72 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-red-kidney-beans-400g-11134
Capriccio Tuna Olive Oil Triple pack 3x80g,8.99,$37.46 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-tuna-olive-oil-triple-pack-92996
Capriccio Tuna Olive Oil Twin pack 2 x 160g,10.99,$34.34 / kg,https://www.harrisfarm.com.au/collections/groceries/products/capriccio-tuna-olive-oil-2x160g-92995
Caputo Gluten Free Flour 1kg,19.99,$19.99 / kg,https://www.harrisfarm.com.au/collections/groceries/products/caputo-gluten-free-flour-10368
Caputo Manitoba Oro Flour 1kg,4.99,$4.99 / kg,https://www.harrisfarm.com.au/collections/groceries/products/caputo-flour-manitoba-oro-10369
Caputo Pizza Cuoco Chef Red Flour 1kg,4.99,$4.99 / kg,https://www.harrisfarm.com.au/collections/groceries/products/caputo-flour-pizza-cuoco-chef-red-63608
Caputo Pizzeria 00 Flour 5kg,15.0,$3.00 / kg,https://www.harrisfarm.com.au/collections/groceries/products/caputo-pizzeria-00-flour-5kg-841531
Caputo Pizzeria Flour 1kg,4.99,$4.99 / kg,https://www.harrisfarm.com.au/collections/groceries/products/caputo-pizzeria-flour-10359
Caputo Semola Flour 1kg,4.99,$4.99 / kg,https://www.harrisfarm.com.au/collections/groceries/products/caputo-flour-semola
Carman's Classic Fruit and Nut Muesli 500g,7.5,$1.50 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/carmans-muesli-classic-fruit-nut-96030
Carman's Crispy Deluxe Almond and Maple Muesli 400g,8.5,$2.13 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/carmans-muesli-crispy-deluxe-almond-maple-96182
Carman's Natural Bircher Muesli 500g,7.5,$1.50 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/carmans-muesli-natural-bircher-96101
Carman's Porridge Honey Roasted Nut Sachets x8 320g,7.5,$2.34 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/carmans-gourmet-porridge-honey-roasted-nut-42626
"Carman's Porridge Sachets Apple, Sultana and Cinnamon x8 Sachets 320g",7.5,$2.34 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/carmans-gourmet-porridge-sachets-42627
Carrot Soup - with Roasted Chickpeas and Halloumi,32.99,$8.25 / serving,https://www.harrisfarm.com.au/collections/groceries/products/carrot-soup-with-roasted-chickpeas-and-halloumi-78396
Carwari Black Tahini Unhulled 375g,9.99,$2.66 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/carwari-black-tahini-unhulled
Carwari Light Agave Nectar 350g,7.99,$2.28 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/carwari-light-agave-nectar-350g-51018
Castle Malaysian Satay Sauce 375g,6.59,$1.76 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/castle-brand-malaysian-satay-sauce
Cedar Creek Apple Juice 2L,4.99,$2.50 / litre,https://www.harrisfarm.com.au/collections/groceries/products/cedar-creek-apple-juice
Celestial Bengal Spice Herbal Teabags x20 47g,7.49,$3.75 / 10g,https://www.harrisfarm.com.au/collections/groceries/products/celestial-herbal-tea-bengal-spice
Celestial Sleepy Time Herbal Teabags x20 29g,7.49,$25.83 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/celestial-sleepy-time-tea
Celestial Sleepytime Vanilla Herbal Teabags x20 29g,7.49,$25.83 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/celestial-tea-sleepytime-vanilla
Ceres Organic Pea Chips Salt & Vinegar 100g,5.0,$5.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organic-pea-chips-salt-vinegar-100g-68691
Ceres Organic Pea Chips Salted 100g,5.0,$5.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organic-pea-chips-salted-100g-68690
Ceres Organic Pea Chips Wasabi Mayo 100g,5.0,$5.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organic-pea-chips-wasabi-mayo-100g-68692
Ceres Organic Seaweed Original 6x5g,7.99,$26.63 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organic-seaweed-orignidal-841626
Ceres Organic Seaweed Original 8x2g,4.99,$31.19 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organic-seaweed-original-841627
Ceres Organics Baby Rice Puffs Pumpkin 15g,2.2,$14.67 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organics-baby-rice-puffs-pumpkin-15g-66353
Ceres Organics Capers 100g,4.99,$4.99 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organics-capers-96789
Ceres Organics Ceres Bites Double Chocolate 30g,3.49,$11.63 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organics-ceres-bites-double-chocolate-30g-855921
Ceres Organics Coconut Wafer Rolls Espresso 80g,4.49,$5.61 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organics-coconut-wafer-rolls-espresso-80g-855922
Ceres Organics Coconut Wafer Rolls Original 80g,4.49,$5.61 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organics-coconut-wafer-rolls-original-80g-855923
Ceres Organics Organic Sauerkraut Cabbage with Zing 680g,5.49,$8.07 / kg,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organics-sauerkraut-cabbage-zing-93659
Ceres Organics Organic Vegan Mayonnaise 235g,7.8,$3.32 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organics-mayonnaise-organic-93658
Ceres Organics Sriracha Chilli Sauce 275g,5.99,$1.82 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/ceres-organics-sriracha-chilli-sauce-10309
Ceriotti Arborio Rice 1kg,6.99,$6.99 / kg,https://www.harrisfarm.com.au/collections/groceries/products/ceriotti-arborio-rice
Chacao Churrasco Sauce 250ml,9.99,$4.00 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/chacao-churrasco-sauce-250ml-50943
Chacao Green Chimichurri Sauce 230ml,9.99,$4.34 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/chacao-green-chimichurri-sauce-50944
Chacao Red Chimichurri Sauce 230g,9.99,$4.34 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/chacao-red-chimichurri-sauce-230g-50956
Changs Crispy Noodle Salad Dressing 280ml,3.99,$1.43 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/changs-salad-dressing-crispy-noodle-11581
Changs Crunchy Noodles 100g,1.6,$1.60 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/changs-crunchy-noodles
Changs Fried Plain Noodles 100g,1.6,$1.60 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/changs-fried-noodle-plain
Changs Japanese Ponzu Sauce 150ml,3.2,$2.13 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/changs-japanese-ponzu-sauce-11582
Changs Light Soy Sauce 500ml,3.99,$0.80 / 100mL,https://www.harrisfarm.com.au/collections/groceries/products/changs-light-soy-sauce-11579
Changs Vermicelli Rice Noodles 250g,2.0,$0.80 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/changs-rice-vermicelli-11750
Charlie's Mini Melting Moments Vanilla Bean 100g,6.99,$6.99 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/charlies-mini-melting-moments-vanilla-bean-100g-943324
Charlies Biscuits Mini Melting Moments Rasp and White Choc 125g,6.99,$6.99 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/charlies-raspberry-white-choco-melting-moments
Charmaine Solomons Tandoori Tikka Marinade 250g,12.99,$5.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/charmaine-tandoori-curry-paste
Charmaine Solomons Thai Red Medium Hot Curry Paste 250g,12.99,$5.20 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/charmaine-red-curry-paste
Chef's Choice 100% Pure Saffron Threads 1g,6.49,$64.90 / 10g,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-saffron-thread-841045
Chef's Choice All Natural Preserved Lemons 350g,5.99,$1.71 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-preserved-lemons-all-natural-61320
Chef's Choice All Natural Whole Black Pepper Corns 380g,11.99,$31.55 / kg,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-whole-black-peppercorns-92998
Chef's Choice Caperberries In Vinegar 240g,3.99,$17.35 / kg,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-caperberries-in-vinegar-91575
Chef's Choice Celtic Sea Salt 500g,6.99,$1.40 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-celtic-sea-salt-500g-841458
Chef's Choice Chocolate Flavouring 100ml,6.99,$0.70 / 10mL,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-chocolate-extract
Chef's Choice Cornichons French Style 350g,4.99,$1.43 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-cornichons-frech-style-350g-67938
Chef's Choice Edible Gelatine Powder 150g,5.49,$3.66 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-gelatine-powder
Chef's Choice Edible Leaf Gelatine Titanium Grade x12 40g,5.49,$1.83 / 10g,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-leaf-gelatine-60877
Chef's Choice Forest Mushroom Risotto 200g,4.49,$2.25 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-forest-mushroom-risotto-97306
Chef's Choice French Couscous 500g,3.99,$0.80 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-french-couscous-500g-11676
Chef's Choice French Dijon Mustard 200g,3.99,$2.00 / 100g,https://www.harrisfarm.com.au/collections/groceries/products/chefs-choice-french-dijon-mustard-71683
